Reasons to Correct Entry,Unique Identifier,ID,Type,Inventory_By,Location_ID,Location,Department_ID,Department,DEPT_New,EPIC_BLDG,EPIC_DEPT,Flr Pln L,Flr Pln N,Flr Pln D,EPIC_LOC,EPIC_Room,Hostname,Serial,Tag,Domain,WS_Type,WS_Strategy,WS_Function,WS_BCA,WS_Com,WS_Mon_Make_1,WS_Mon_Mod_1,Mon 1,WS_Mon_Make_2,WS_Mon_Mod_2,Mon 2,WS_Mon_Make_3,WS_Mon_Mod_3,Mon 3,WS_Mon_Make_4,WS_Mon_Mod_4,Mon 4,WS_Mon_Com,WS_Prnt_Paper,WS_Prnt_baby_WB,WS_Prnt_WB,WS_Prnt_Pharm,WS_Prnt_Patient,WS_Prnt_Spec,WS_Prnt_Script,WS_Prnt_Local,WS_Prnt_Com,Scanner,Webcam,Bioscript,Badge Rdr,CreditCard Rdr,eSignature Pad,Barcode Rdr,WS_Peri_Com,PRNT_Type,PRNT_Queue_Name,PRNT_EPIC_Name,Network Pntr IP,PRNT_Make,PRNT_Model,PRNT_Tray_1,PRNT_Tray_2,PRNT_Tray_3,PRNT_Tray_4,PRNT_Tray_Lock,PRNT_Label_Size,PRNT_Com,BRD_Make,BRD_Model,BRD_OS,BRD_Attached,BRD_Com,BRD_Mon_Mod_1,BRD_Mon_Res_1,BRD_Mon_Orient_1,BRD_Mon_Size_1,BRD_Mon_Mod_2,BRD_Mon_Res_2,BRD_Mon_Orient_2,BRD_Mon_Size_2,BRD_Mon_Com,Duplicate_of_ID,Flr Pln D String,Flagging Reason
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",205,599232,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,BACK RIGHT SIDE,TP02134,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,HP LASERJET M608,,169.254.166.158,HP,LASERJET ENTERPRISE M508,,PLAIN PAPER,,,2.0,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",206,599234,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,PRINTER ON DESK,TP02135,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,HP LASERJET M607,,10.55.7.97,HP,LASERJET ENTERPRISE M607,,PLAIN PAPER,,,2.0,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",207,599238,Workstation,mmendez30,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,ONLY COMPUTER IN ROOM,TP02135,WW10RI130PHM003,MJ0CKNLQ,D078952,PBMC.ORG,Desktop,Personal,Office,0,"Update - Pharmacy - Pharmacy, Update - Pharmacy - Pharmacy",LENOVO,T24I-20,24,LENOVO,T24I-20,24,,,0,,,0,,10.55.7.97-HP LASERJET M607,,,,,,,,,,LOGITECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",208,599248,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,RIGHT SIDE OF OFFICE,TP02146,LRI130PHM001,PF3HNBM3,L057768,PBMC.ORG,Laptop,Personal,Office,0,Update - Pharmacy - Pharmacy,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",209,599251,Workstation,mmendez30,446238,Peconic Bay Medical Center,298401,CT - Pharmacy,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,FIRST COMPUTER ON THE RIGHT,TP02146,WW10RI130PHM004,MJ0CMM1G,D082241,PBMC.ORG,Desktop,Personal,Office,0,Update - Pharmacy - Pharmacy,NEC,,24,NEC,,24,,,0,,,0,,10.55.7.168- HP LASERJET M608,,,,,,,,,,HP,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",210,599277,Printer,mmendez30,446238,Peconic Bay Medical Center,298426,Medical Staff Affairs,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,IMMEDIATELY TO RIGHT,TP02159,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,N\A,,10.55.7.126,HP,COLOR LASERJET M452DN,,,,,,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",211,599359,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298434,NRSG - Education,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,RIGHT DESK,TP02167,LW10RI130NUR009,MJ0A9K4R,L040326,PBMC.ORG,Laptop,Personal,Office,0,,,,0,,,0,,,0,,,0,,10.55.3.185 - RICOH IM 350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",212,599365,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298433,NRSG - Administration,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,BACK RIGHT OFFICE,TP02149,WW10RI130NUR007,MJ083THM,D069554,PBMC.ORG,Desktop,Personal,Office,0,,DELL,P190S,19,DELL,P201H,20,,,0,,,0,,10.55.3.182 - RICOH PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",213,599368,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298433,NRSG - Administration,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.4.pdf?csf=1&web=1&e=pie8RH,PBMC_fl_2_sec_2.4,NOT FOUND,RIGHT SIDE BY DOOR,TP02148,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,,,10.55.3.182,RICOH,MP 7503,PLAIN PAPER,PLAIN PAPER,PLAIN PAPER,,1.0,,,,,,,,,,,0,,,,0,,599227.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan",214,599422,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_FL_3_Corridor.pdf?csf=1&web=1&e=wWIdip,PBMC_FL_3_Corridor,L4,IN DOCK STATION,TP02183 SHOULD BE UNDER PBMCH - 2,LW10RI130PCE02,PF1MYGN1,L038489,PBMC.ORG,Laptop,Personal,Office,0,12/2 PBMCh - 2,LENOVO,T480,14,DELL,27,27,LENOVO,T2224D,24,,,0,12/2,10.55.3.180 - RICOH PRINTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599195.0,L4,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",215,599471,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298430,NRSG - 2 East,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,BEHIND MA STATION,TP02235,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,,,10.55.4..85,HP,LASERJET 600 M602,,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,599471.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",216,599473,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298430,NRSG - 2 East,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,WOW IN CORRIDOR,TP0206,LW10RI130NUR011,PF287D9A,L45009,PBMC.ORG,Laptop,Personal,WOW,0,,,,0,,,0,,,0,,,0,,HP LASERJET 602-2 SOUTH,,,,,,,,,,,,,,,HONEYWELL/1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599471.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",217,599595,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,ICU MANAGER OFFICE LEFT DESK,299,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,CICU OFFICE-HP,,10.55.21.140,HP,COLOR LASERJET PRO M454DN,,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,599471.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",218,599601,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,BACK RIGHT MA STATION,240,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,2 NORTH B PRESCRIPTION,,10.55.4.240,HP,LASERJET ENTERPRISE M608,PLAIN PAPER,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,599471.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",219,599628,Printer,pa_mgrass,446238,Peconic Bay Medical Center,298436,NRSG - ICU,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.3.pdf?csf=1&web=1&e=nUQiJP,PBMC_fl_2_sec_2.3,NOT FOUND,MIDDLE MA STATION,240,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,HPIDD7572,,172.21.201.64,HP,COLOR LASERJET PRO 4201DN,,PLAIN PAPER,,,1.0,,,,,,,,,,,0,,,,0,,599471.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",220,599815,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,WOW PACU,PACU,LW10RI130PAU001,PF2254H7,L041105,PBMC.ORG,Laptop,Personal,WOW,0,,LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70- PACU HP M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",221,599817,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,PACU WORKSTATION,PACU,LW10RI130OPR003,MJ0CWYCQ,L045843,PBMC.ORG,Laptop,Personal,WOW,0,,LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70- PACU M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",222,599819,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW15,WORKSTATION ON WHEELS,TP02405 NEAR PACU 10 WINDOWS,LW10RI130PAU004,PF38VGT2,L054495,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 2,LENOVO,T14,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,HONEYWELL/1950,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599819.0,WOW15,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",223,599915,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,WOW15,RADIOLOGIST READING,LAB,LRI130PAU003,MJ0CWYDD,L045933,PBMC.ORG,Laptop,Shared,WOW,0,"11/29, PBMCh - 1",LENOVO,T490,14,,,0,,,0,,,0,,10.55.2.70 - PACU-M608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599819.0,WOW15,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",224,599933,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,RIGHT DESK DOCK STATION,TP02433,L10RI130OPR001,PF2BXT3E,L045141,PBMC.ORG,Laptop,Personal,Office,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",225,599937,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,MACHINE ON DESK,TP02429,WW10RI130MED004,MJ0G68V4,D089984,NSLIJHS.NET,Desktop,Personal,Office,0,,THINKVISION,S22E-20,22,,,0,,,0,,,0,,10.55.12.49 - RICOH PRINTER,,,,,,,,,,NEXIGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",226,599942,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,MIDDLE MACHINE ON RIGHT,TP02429,WW10RI130SIS013,MJ05WZJN,,NSLIJHS.NET,Desktop,Personal,Office,0,,THINKVISION,T24I-20,24,,,0,,,0,,,0,,HPF845C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",227,599945,Workstation,jrodriguez73,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,OFFICE COMPUTER,TP02431,LRI130OPR001,0F01J5Y230201J,L063208,PBMC.ORG,Laptop,Personal,Office,0,,THINKVISION,S22E-20,22,DELL,E2214H,22,,,0,,,0,,HP OFFICEJET PRO 8710 PCL-3(NETWORK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info",228,599955,Workstation,pa_mgrass,446238,Peconic Bay Medical Center,298439,NRSG - Surgical Pavilion,,,,https://northwell.sharepoint.com/:b:/r/sites/EpicTransformation/Epic%20Build%20Team/Integrated%20Areas/End%20User%20Devices%20(EUD)/Inventory/Wave%201%20EUD/PBMC/Floor%20Plans/Peconic%20Bay%20Hospital/PBMC_fl_2_sec_2.1.pdf?csf=1&web=1&e=yrtS2L,PBMC_fl_2_sec_2.1,NOT FOUND,LAPTOP BY WINDOW DESK,TP02429,LW10MH600ANS007,PF38ZTHB,L055997,PBMC.ORG,Laptop,Personal,Office,0,,LENOVO,T14,14,,,0,,,0,,,0,,HPF845C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,599815.0,NOT FOUND,"Duplicate based on Designator and Department, Duplicate based on Designator and Old Floor Plan, Duplicate based on Designator and New Floor Plan, Incorrect Designator Info"
